X,jumlah_kartu,outstanding,limit_kredit,tagihan,total_pemakaian_tunai,total_pemakaian_retail,sisa_tagihan_tidak_terbayar,kode_cabang,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,skor_delikuensi,flag_kredit_macet,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,sisa_tagihan_per_jumlah_kartu,sisa_tagihan_per_limit,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan
3933,2,5324025,5000000.0,1687584.0,0.0,0.0,5608275.0,H,11.0,6.13,25.0,10.8,0,0,4.42,0.0,2804138.0,1.12,0.0,0.253,0.0572,1.16,1.3
3904,3,16292766,23000000.0,9781333.0,0.0,2811000.0,11810348.0,A,0.0,0.0,58.9,100.0,0,0,6.75,2811000.0,3936783.0,0.513,0.122,0.135,0.0588,0.604,0.722
12558,2,22213388,19000000.0,23861820.0,0.0,0.0,20441586.0,A,0.0,13.4,50.0,10.3,0,0,5.83,0.0,10220793.0,1.08,0.0,0.515,0.31,1.06,0.7609999999999999
11635,2,3872598,3000000.0,1868429.0,0.0,2200000.0,3459064.0,I,100.0,24.4,100.0,39.7,0,0,3.08,2200000.0,1729532.0,1.15,0.733,0.37,0.271,0.9179999999999999,0.897
9433,4,4757321,4000000.0,4745039.0,0.0,716000.0,4635281.0,B,0.0,18.6,160.0,281.0,0,0,1.83,716000.0,1158820.0,1.16,0.179,0.0642,0.40700000000000003,1.16,1.3
9142,3,469626,3000000.0,147322.0,0.0,315000.0,0.0,B,0.0,0.0,73.6,65.3,0,0,8.0,315000.0,0.0,0.0,0.105,0.0696,0.0734,0.0843,0.0302
8089,4,16235113,20000000.0,16115767.0,0.0,110000.0,16138282.0,I,22.5,0.0,25.4,60.2,0,0,8.17,110000.0,4034571.0,0.807,0.0055,0.271,0.3,0.792,0.6890000000000001
6229,2,39111750,65000000.0,19123532.0,0.0,1496121.0,0.0,A,100.0,0.0,100.0,88.0,0,0,9.0,1496121.0,0.0,0.0,0.023,0.22,0.049,0.278,0.0546
6481,2,286502,22000000.0,143450.0,0.0,219006.0,0.0,A,0.0,0.0,100.0,201.0,0,0,8.67,219006.0,0.0,0.0,0.00995,0.004,0.000439,0.0031899999999999997,0.002
12678,2,20518167,26000000.0,25850760.0,0.0,0.0,8340181.0,A,0.0,22.3,6.48,11.1,0,1,12.3,0.0,4170091.0,0.321,0.0,0.0144,0.11900000000000001,0.872,0.975
12499,2,3064656,3000000.0,379774.0,0.0,12000.0,2609753.0,F,136.0,2.2,2.76,-286.0,0,0,5.67,12000.0,1304877.0,0.87,0.004,0.32899999999999996,0.674,1.06,0.44299999999999995
6968,2,5117576,5000000.0,6277998.0,200000.0,9500.0,5343941.0,H,0.0,2.55,7.87,36.7,0,0,1.92,209500.0,2671971.0,1.07,0.0419,0.040999999999999995,0.41,1.02,0.613
8453,3,73556089,145000000.0,61349149.0,0.0,25700.0,5720867.0,A,100.0,0.0,99.9,112.0,0,0,7.33,25700.0,1906956.0,0.0395,0.000177,0.207,0.226,0.498,0.254
12571,3,4945788,4000000.0,4181654.0,0.0,16000.0,4856296.0,A,25.0,23.0,13.6,8.49,0,0,15.2,16000.0,1618765.0,1.21,0.004,0.155,0.0968,1.01,0.9520000000000001
9,2,4145065,5000000.0,4021399.0,0.0,335680.0,4122425.0,B,15.24,0.0,0.0,33.33,0,0,5.666666667,335680.0,2061212.5,0.824485,0.067136,0.19604205,0.0,0.47002435,0.0
5385,2,5060664,5000000.0,3605934.0,0.0,100000.0,4757321.0,A,20.1,0.68,29.4,33.3,0,0,3.58,100000.0,2378661.0,0.951,0.02,0.324,0.166,1.03,1.0
9335,2,2901337,3000000.0,1131933.0,0.0,957002.0,2946373.0,I,50.4,0.0,50.0,100.0,0,0,1.92,957002.0,1473187.0,0.982,0.319,0.341,0.252,0.89,0.897
7842,2,7248008,10000000.0,4229945.0,0.0,28000.0,3162536.0,E,100.0,0.0,100.0,167.0,0,0,2.0,28000.0,1581268.0,0.316,0.0028,0.121,0.46,0.703,0.799
10481,3,17471767,66000000.0,11801810.0,0.0,5332683.0,16679616.0,D,34.6,0.0,65.4,66.9,0,0,27.4,5332683.0,5559872.0,0.253,0.0808,0.077,0.11699999999999999,0.264,0.218
10441,2,8723439,9000000.0,802181.0,0.0,2328485.0,0.0,A,100.0,0.0,102.0,80.1,0,0,10.2,2328485.0,0.0,0.0,0.259,0.0889,0.136,0.45299999999999996,0.414
5845,2,14730155,58000000.0,3109671.0,0.0,10225577.0,4719104.0,A,100.0,0.0,75.0,66.7,0,0,4.67,10225577.0,2359552.0,0.0814,0.17600000000000002,0.162,0.0861,0.24100000000000002,0.195
15203,2,1814618,3000000.0,151000.0,0.0,2382121.0,0.0,A,100.0,0.0,100.0,119.0,0,0,1.75,2382121.0,0.0,0.0,0.794,0.18100000000000002,0.142,0.19,0.174
754,3,1503185,30000000.0,673775.0,0.0,0.0,0.0,B,0.0,0.0,65.88,81.13,0,0,11.83333333,0.0,0.0,0.0,0.0,0.040777042,0.045122311,0.0614946,0.058038244
12282,5,29273682,84000000.0,12874155.0,0.0,18748443.0,0.0,A,100.0,0.0,100.0,100.0,0,0,11.8,18748443.0,0.0,0.0,0.223,0.15,0.168,0.17600000000000002,0.25
3238,5,93242427,85000000.0,93000000.0,0.0,0.0,92100507.0,F,0.0,9.49,25.8,33.7,0,1,13.5,0.0,18420101.0,1.08,0.0,0.18100000000000002,0.0523,1.08,1.07
8557,4,7414406,7000000.0,7102407.0,0.0,0.0,7413863.0,A,0.0,6.49,32.4,8.76,0,0,9.33,0.0,1853466.0,1.06,0.0,0.33799999999999997,0.0017399999999999998,0.8,0.35100000000000003
8253,2,3547959,5000000.0,3562811.0,0.0,0.0,3670701.0,C,0.0,0.0,12.2,13.6,0,0,4.58,0.0,1835351.0,0.7340000000000001,0.0,0.191,0.158,0.7,0.857
10699,2,14796012,60000000.0,27466052.0,0.0,955419.0,17377097.0,A,100.0,0.0,64.0,83.9,0,0,9.17,955419.0,8688549.0,0.29,0.0159,0.16699999999999998,0.214,0.284,0.273
14103,2,1509751,8000000.0,782010.0,0.0,683955.0,0.0,A,0.0,0.0,78.1,67.0,0,0,5.42,683955.0,0.0,0.0,0.0855,0.0601,0.10099999999999999,0.0948,0.26899999999999996
6266,1,1307183,6000000.0,500000.0,0.0,665077.0,0.0,A,100.0,0.0,66.1,52.2,0,0,2.0,665077.0,0.0,0.0,0.111,0.0402,0.0553,0.301,0.5770000000000001
6694,2,4902955,5000000.0,400000.0,0.0,690600.0,0.0,A,100.0,0.0,125.0,133.0,0,0,2.42,690600.0,0.0,0.0,0.138,0.38799999999999996,0.174,0.826,1.0
2128,2,2422648,3000000.0,428311.0,0.0,2069971.0,2403192.0,I,102.0,0.0,50.0,99.8,0,0,6.0,2069971.0,1201596.0,0.8009999999999999,0.69,0.534,1.13,0.935,0.929
2552,3,88175527,91000000.0,10000000.0,0.0,7977663.0,70516657.0,A,100.0,0.0,100.0,103.0,0,0,9.75,7977663.0,23505552.0,0.775,0.0877,0.242,0.335,1.06,1.32
6017,2,3432037,6000000.0,344417.0,0.0,3169970.0,0.0,J,198.0,0.0,173.0,40.1,0,0,6.83,3169970.0,0.0,0.0,0.528,0.49,0.424,0.581,0.904
6108,2,2422648,4000000.0,2418392.0,0.0,9740.0,2425485.0,J,0.0,0.0,74.5,99.0,0,0,4.58,9740.0,1212743.0,0.606,0.00244,0.25,0.1,0.43,0.198
4311,3,10400219,72000000.0,4096875.0,0.0,42397.0,0.0,A,100.0,0.0,100.0,100.0,0,0,11.4,42397.0,0.0,0.0,0.000589,0.115,0.14,0.243,0.344
6370,2,381015,3000000.0,343000.0,0.0,0.0,368325.0,D,82.9,0.0,75.0,100.0,0,0,2.83,0.0,184163.0,0.12300000000000001,0.0,0.0462,0.0136,0.12300000000000001,0.0667
15011,3,34941597,35000000.0,31800697.0,3000000.0,4148000.0,32703950.0,A,10.0,7.5,7.5,10.5,0,1,12.8,7148000.0,10901317.0,0.934,0.204,0.0832,0.0582,0.807,0.703
763,4,48353555,49000000.0,10552694.0,0.0,0.0,48194975.0,F,0.0,0.0,50.0,103.07,0,1,15.58333333,0.0,12048743.75,0.983570918,0.0,0.225834653,0.270680272,0.92011473,0.951614537
6782,2,4216107,5000000.0,4080028.0,0.0,0.0,4127734.0,A,0.0,0.0,11.6,14.0,0,0,0.833,0.0,2063867.0,0.826,0.0,0.055,0.0433,0.8270000000000001,0.7390000000000001
5429,2,168764,5000000.0,161303.0,0.0,693.0,0.0,K,0.0,0.0,65.2,50.0,0,0,5.5,693.0,0.0,0.0,0.000139,0.00968,0.008,0.0078,0.0019
1783,2,4876471,5000000.0,4542918.0,150000.0,0.0,4730381.0,F,0.0,0.0,50.0,31.79,0,0,7.666666667,150000.0,2365190.5,0.9460761999999999,0.03,0.49899,0.444397934,0.8932583000000001,0.836523866
3553,1,142140,3000000.0,88836.0,0.0,0.0,21757.0,J,0.0,0.0,6.91,0.0,0,1,5.17,0.0,21757.0,0.00725,0.0,0.0,0.0,0.0233,0.132
337,3,6925858,20000000.0,4708909.0,0.0,3779400.0,8128301.0,A,91.49,0.0,123.75,106.84,0,0,5.0,3779400.0,2709433.667,0.40641505,0.18897,0.26813685,0.246116217,0.2738679,0.23700023399999998
6633,2,4920014,5000000.0,5739019.0,0.0,208100.0,4951531.0,A,0.0,0.0,13.6,66.7,0,0,2.17,208100.0,2475766.0,0.99,0.0416,0.0736,0.38299999999999995,1.0,0.885
12328,2,10426844,12000000.0,10379545.0,0.0,0.0,10448575.0,A,0.0,0.0,60.8,44.3,0,0,6.67,0.0,5224288.0,0.871,0.0,0.27699999999999997,0.126,0.73,0.27399999999999997
3733,2,20081277,20000000.0,21000000.0,0.0,837370.0,20000000.0,A,0.37,0.0,3.92,33.3,0,0,1.0,837370.0,9994961.0,0.9990000000000001,0.0419,0.0796,0.10099999999999999,0.9690000000000001,0.625
12703,7,74248120,67000000.0,75110793.0,0.0,0.0,73132564.0,A,0.0,9.18,16.6,15.2,0,1,9.42,0.0,10447509.0,1.09,0.0,0.0916,0.154,1.13,0.9279999999999999
9991,2,3398517,80000000.0,2686832.0,0.0,2991910.0,1926362.0,A,100.0,0.0,62.8,102.0,0,0,17.6,2991910.0,963181.0,0.0241,0.0374,0.007859999999999999,0.0192,0.0355,0.102
4661,3,136593,9000000.0,45986.0,0.0,68200.0,0.0,I,100.0,0.0,104.0,105.0,0,0,11.9,68200.0,0.0,0.0,0.00758,0.0989,0.258,0.213,0.252
6428,3,8820592,8000000.0,8883399.0,0.0,1208075.0,8815088.0,A,0.0,9.94,22.8,16.1,0,0,10.2,1208075.0,2938363.0,1.1,0.151,0.121,0.135,1.1,1.07
791,2,14906852,20000000.0,18446829.0,1000000.0,72351.0,16155105.0,E,21.12,0.0,13.6,15.73,0,0,15.25,1072351.0,8077552.5,0.80775525,0.05361755,0.0,0.039583333,0.984073738,1.3389369
7430,2,16379733,15000000.0,14723814.0,0.0,1280325.0,15607652.0,H,11.9,9.73,25.3,0.0,0,0,7.67,1280325.0,7803826.0,1.04,0.0854,0.179,0.16699999999999998,1.05,1.1
9937,2,3664023,18000000.0,2773827.0,0.0,14755.0,3155043.0,G,98.9,0.0,139.0,344.0,0,0,9.33,14755.0,1577522.0,0.175,0.00082,0.0517,0.156,0.10300000000000001,0.0882
9745,3,3057007,5000000.0,424013.0,0.0,0.0,0.0,F,100.0,0.0,103.0,69.8,0,0,7.42,0.0,0.0,0.0,0.0,0.11599999999999999,0.155,0.75,0.841
9387,3,580798,14000000.0,561502.0,0.0,0.0,569803.0,A,109.0,0.0,75.0,100.0,0,0,9.75,0.0,189934.0,0.0407,0.0,0.385,0.76,0.382,0.344
14233,2,3455911,5000000.0,4126593.0,0.0,0.0,3434728.0,D,0.0,0.0,18.3,78.1,0,0,7.17,0.0,1717364.0,0.687,0.0,0.10300000000000001,0.304,0.6629999999999999,0.894
9536,2,21909952,19000000.0,21262719.0,0.0,0.0,22544587.0,I,9.65,13.4,25.0,0.0,0,1,10.7,0.0,11272294.0,1.19,0.0,0.105,0.113,1.09,1.1
8110,2,2227503,8000000.0,1392080.0,0.0,1543326.0,0.0,A,100.0,0.0,100.0,100.0,0,0,6.0,1543326.0,0.0,0.0,0.193,0.292,0.376,0.614,0.6509999999999999
3761,4,16743983,20000000.0,16705046.0,0.0,0.0,13874345.0,I,10.0,0.0,8.25,12.7,0,0,5.5,0.0,3468586.0,0.6940000000000001,0.0,0.027999999999999997,0.0417,0.88,0.9329999999999999
11126,2,6196316,6000000.0,6203174.0,0.0,0.0,6288496.0,I,0.0,4.46,11.0,15.2,0,1,0.75,0.0,3144248.0,1.05,0.0,0.0482,0.226,1.04,1.0
4658,2,196875,5000000.0,213410.0,0.0,0.0,0.0,F,0.0,0.0,0.0,50.0,0,1,5.58,0.0,0.0,0.0,0.0,0.00698,0.008,0.0091,0.000768
36,2,5400592,8000000.0,5227386.0,0.0,0.0,0.0,A,100.0,0.0,100.0,100.0,0,0,0.75,0.0,0.0,0.0,0.0,0.434746875,0.427333334,0.497469969,0.37172525
4050,3,2681909,3000000.0,2571041.0,0.0,2871850.0,0.0,F,100.0,0.0,86.5,90.3,0,0,6.25,2871850.0,0.0,0.0,0.9570000000000001,0.675,0.6509999999999999,0.5579999999999999,0.802
10539,2,2013745,3000000.0,1952885.0,0.0,952982.0,0.0,A,100.0,0.0,63.3,98.7,0,0,6.42,952982.0,0.0,0.0,0.318,0.196,0.0,0.466,0.113
4035,3,1706635,3000000.0,488198.0,0.0,236473.0,1487428.0,I,96.1,0.0,32.8,10.3,0,0,8.83,236473.0,495809.0,0.496,0.0788,0.0867,0.0811,0.682,0.695
10826,3,290890,51000000.0,293534.0,0.0,0.0,280380.0,A,100.0,0.0,100.0,100.0,0,0,14.8,0.0,93460.0,0.0055,0.0,0.0045,0.0346,0.0146,0.0306
1265,2,5049151,6000000.0,3719937.0,0.0,1497600.0,4589023.0,A,34.5,0.0,35.24,30.38,0,0,3.0,1497600.0,2294511.5,0.764837167,0.2496,0.134296917,0.308621555,0.792491,0.732947
13759,2,26227934,25000000.0,20133094.0,0.0,3217266.0,23477111.0,A,26.9,3.34,10.1,10.0,0,0,6.58,3217266.0,11738556.0,0.9390000000000001,0.129,0.09300000000000001,0.00932,0.903,0.889
8121,2,144515,7000000.0,166000.0,0.0,69276.0,160939.0,E,0.0,0.0,25.0,30.4,0,0,8.33,69276.0,80470.0,0.023,0.0099,0.000301,0.00135,0.106,0.32799999999999996
3877,2,2069079,5000000.0,2065928.0,0.0,0.0,2092130.0,A,19.6,0.0,9.99,12.7,0,0,7.83,0.0,1046065.0,0.418,0.0,0.0,0.0,0.524,0.517
11419,2,41839,50000000.0,31628.0,0.0,0.0,49560.0,A,67.5,0.0,50.7,16.0,0,0,7.75,0.0,24780.0,0.000991,0.0,0.0,0.0614,0.00725,0.0683
1723,2,3628293,3500000.0,3615418.0,0.0,0.0,3682477.0,A,16.1,3.53,64.6,107.82,0,0,4.916666667,0.0,1841238.5,1.0521362859999999,0.0,0.34891,0.12873725,0.889756071,1.154213334
4776,2,11389044,12000000.0,8492682.0,0.0,1159300.0,10142774.0,A,10.9,0.0,20.6,19.1,0,0,6.58,1159300.0,5071387.0,0.845,0.0966,0.128,0.129,0.882,0.856
12839,2,2086396,3000000.0,1396758.0,0.0,5822.0,2645185.0,B,0.0,0.0,28.2,122.0,0,0,3.67,5822.0,1322593.0,0.882,0.0019399999999999999,0.0689,0.11699999999999999,0.6559999999999999,0.772
973,2,3031139,75000000.0,2300800.0,0.0,462141.0,0.0,B,100.1,0.0,100.0,100.0,0,0,8.5,462141.0,0.0,0.0,0.00616188,0.003816743,0.017245338,0.057628077,0.055581452999999996
4955,2,136453,20000000.0,88286.0,0.0,0.0,88799.0,A,0.0,0.0,33.3,9.68,0,0,1.83,0.0,44400.0,0.0044399999999999995,0.0,0.0089,0.0292,0.045,0.0568
942,2,1274392,10000000.0,628412.0,0.0,596750.0,0.0,H,100.0,0.0,75.0,95.06,0,0,4.75,596750.0,0.0,0.0,0.059675,0.056296525,0.0594274,0.0688635,0.055438733
7389,2,2656632,10000000.0,2507552.0,0.0,226898.0,2505042.0,F,13.3,0.0,4.85,66.7,0,0,7.25,226898.0,1252521.0,0.251,0.0227,0.0508,0.0579,0.16,0.0697
6603,2,41428271,35000000.0,41428271.0,0.0,0.0,42610236.0,A,0.0,11.8,18.9,9.59,0,0,7.0,0.0,21305118.0,1.22,0.0,0.272,0.10300000000000001,1.01,1.02
3863,2,345285,8000000.0,395209.0,0.0,0.0,403596.0,A,0.0,0.0,0.0,62.7,0,0,7.5,0.0,201798.0,0.0504,0.0,0.00937,0.006,0.0225,0.0
6128,2,4521516,4000000.0,3783464.0,0.0,687250.0,4436490.0,I,10.0,12.6,31.9,48.0,0,0,0.75,687250.0,2218245.0,1.11,0.172,0.193,0.0925,0.804,0.36200000000000004
233,2,7318327,8000000.0,607215.0,0.0,3475733.0,5427428.0,D,100.0,0.0,100.0,113.47,0,0,3.416666667,3475733.0,2713714.0,0.6784285,0.434466625,0.372508625,2.268789625,1.20510675,1.86374425
7110,4,5083005,5000000.0,4272352.0,0.0,419930.0,5077956.0,J,35.3,1.94,15.3,12.8,0,0,8.58,419930.0,1269489.0,1.02,0.084,0.021,0.184,0.98,1.03
9085,2,9695798,10000000.0,2937118.0,0.0,9492330.0,9419757.0,J,0.0,1.74,0.0,-583.0,0,0,8.58,9492330.0,4709879.0,0.9420000000000001,0.9490000000000001,0.275,0.127,0.315,0.151
4205,4,21943385,55000000.0,4005145.0,0.0,16702608.0,6662158.0,A,100.0,0.0,100.0,101.0,0,0,10.6,16702608.0,1665540.0,0.121,0.304,0.13699999999999998,0.0193,0.152,0.0317
8884,2,2129421,7000000.0,1909604.0,0.0,0.0,2019533.0,E,0.0,0.0,50.6,59.7,0,0,5.67,0.0,1009767.0,0.289,0.0,0.0902,0.0,0.24600000000000002,0.0
8807,2,8506015,8000000.0,8205962.0,0.0,8402962.0,0.0,I,29.4,8.42,129.0,102.0,0,1,3.58,8402962.0,0.0,0.0,1.05,0.26,0.0523,0.327,0.0114
3665,2,2266709,3000000.0,2174977.0,1000000.0,0.0,2316960.0,A,10.1,0.0,43.1,96.4,0,0,1.67,1000000.0,1158480.0,0.772,0.33299999999999996,0.179,0.284,0.493,0.405
9094,2,2639458,3000000.0,2635066.0,0.0,0.0,2667298.0,D,19.4,0.0,61.1,63.0,0,0,6.33,0.0,1333649.0,0.889,0.0,0.423,0.348,0.838,0.785
7429,3,2482859,13000000.0,1229553.0,0.0,0.0,0.0,A,99.3,0.0,74.8,66.6,0,0,11.2,0.0,0.0,0.0,0.0,0.0144,0.0562,0.21,0.165
10548,2,23166991,22000000.0,21379729.0,0.0,242000.0,0.0,I,100.0,0.0,29.9,60.2,0,0,11.1,242000.0,0.0,0.0,0.011000000000000001,0.40399999999999997,0.298,0.6409999999999999,0.608
12865,2,971098,5000000.0,806727.0,0.0,201042.0,853058.0,A,14.0,0.0,37.5,38.5,0,0,1.58,201042.0,426529.0,0.171,0.0402,0.0492,0.109,0.174,0.268
9112,4,2860289,7000000.0,2389830.0,300000.0,829930.0,0.0,J,100.0,0.0,100.0,100.0,0,0,16.3,1129930.0,0.0,0.0,0.161,0.152,0.0347,0.39899999999999997,0.6
5924,2,3722397,5000000.0,2920555.0,0.0,521006.0,3696134.0,A,81.5,0.0,48.2,40.3,0,0,5.83,521006.0,1848067.0,0.7390000000000001,0.10400000000000001,0.154,0.23199999999999998,0.769,0.782
156,2,7739394,7000000.0,9245608.0,0.0,20000.0,7413880.0,H,0.0,10.56,18.88,33.23,0,0,6.833333333,20000.0,3706940.0,1.059125714,0.002857143,0.126294929,0.136340476,1.253722536,1.2046724290000002
7179,2,3203719,3000000.0,3704353.0,0.0,0.0,3329366.0,A,0.0,6.81,9.7,12.7,0,1,1.08,0.0,1664683.0,1.11,0.0,0.0788,0.0501,1.15,1.14
5767,3,265962,9000000.0,267500.0,0.0,33829.0,0.0,E,0.0,0.0,28.2,10.0,0,0,12.8,33829.0,0.0,0.0,0.0037600000000000003,0.00037200000000000004,0.0,0.11900000000000001,0.247
2323,4,10304928,9000000.0,4591734.0,0.0,2220737.0,0.0,I,201.0,11.4,125.0,118.0,0,0,17.8,2220737.0,0.0,0.0,0.247,0.752,0.163,0.741,0.728
2869,4,3677699,22000000.0,3814675.0,0.0,0.0,3608372.0,A,100.0,0.0,100.0,100.0,0,0,14.2,0.0,902093.0,0.16399999999999998,0.0,0.0466,0.0179,0.113,0.0833
7786,3,26427368,20000000.0,26750861.0,0.0,100000.0,26598730.0,A,13.5,23.8,27.5,61.5,0,0,1.92,100000.0,8866243.0,1.33,0.005,0.345,0.13,1.01,0.25
11860,2,4940410,5000000.0,3239805.0,0.0,1511339.0,4069099.0,F,15.8,0.0,50.0,65.1,0,0,4.5,1511339.0,2034550.0,0.8140000000000001,0.302,0.0785,0.00644,0.9009999999999999,0.9229999999999999
12262,2,41671,50000000.0,45800.0,0.0,9500.0,0.0,A,0.0,0.0,26.2,0.0,0,0,10.8,9500.0,0.0,0.0,0.00018999999999999998,0.00023500000000000002,0.00265,0.00047699999999999994,0.00202
3031,2,7182277,7000000.0,175034.0,0.0,6719824.0,6823282.0,A,100.0,4.36,79.8,100.0,0,0,9.83,6719824.0,3411641.0,0.975,0.96,0.611,0.76,0.7709999999999999,0.7170000000000001
10762,2,44203,12000000.0,39538.0,0.0,88.0,19792.0,A,0.0,0.0,0.0,0.0,0,0,5.58,88.0,9896.0,0.00165,7.33e-06,0.0,0.0,0.00209,0.0005
3159,2,8385940,8000000.0,8234912.0,0.0,0.0,8388574.0,A,9.64,4.96,0.0,17.0,0,0,5.08,0.0,4194287.0,1.05,0.0,0.263,0.133,0.878,0.426
8273,4,4691569,3000000.0,4390435.0,0.0,72000.0,4701421.0,I,17.3,55.1,13.3,-82.0,0,0,5.75,72000.0,1175355.0,1.57,0.024,0.0552,0.401,1.37,1.09
10778,2,2944763,3000000.0,2844062.0,0.0,11343.0,2952654.0,B,15.0,0.0,10.5,10.9,0,0,5.25,11343.0,1476327.0,0.9840000000000001,0.0037799999999999995,0.0516,0.0982,0.997,0.887
8826,2,2645079,6000000.0,1486229.0,0.0,1319660.0,0.0,A,0.0,0.0,74.3,99.7,0,0,15.3,1319660.0,0.0,0.0,0.22,0.23600000000000002,0.126,0.24100000000000002,0.0725
5398,5,51720267,61000000.0,51250065.0,0.0,100000.0,51485332.0,A,0.0,0.0,6.67,11.4,0,0,4.83,100000.0,10297066.0,0.8440000000000001,0.00164,0.0625,0.162,0.885,0.875
10160,2,1104160,7000000.0,1062794.0,0.0,0.0,1073613.0,J,0.0,0.0,55.0,40.2,0,0,5.67,0.0,536807.0,0.153,0.0,0.0612,0.0668,0.14300000000000002,0.153
3490,3,1537958,81000000.0,393000.0,0.0,236601.0,0.0,A,100.0,0.0,75.0,71.5,0,0,7.17,236601.0,0.0,0.0,0.00292,0.0394,0.107,0.106,0.2
9798,2,1670766,3000000.0,280574.0,0.0,1151400.0,1788043.0,F,42.8,0.0,50.4,80.9,0,0,6.25,1151400.0,894022.0,0.596,0.384,0.21899999999999997,0.21600000000000003,0.38,0.36200000000000004
13260,2,3599325,9000000.0,929456.0,0.0,0.0,0.0,A,96.3,0.0,72.4,94.7,0,0,5.5,0.0,0.0,0.0,0.0,0.0912,0.0,0.439,0.32299999999999995
14135,2,1768511,11000000.0,830340.0,0.0,278623.0,0.0,A,100.0,0.0,100.0,100.0,0,0,6.33,278623.0,0.0,0.0,0.0253,0.0982,0.0748,0.14400000000000002,0.1
11937,2,1306425,12000000.0,1022426.0,0.0,968400.0,0.0,E,100.0,0.0,100.0,100.0,0,0,8.42,968400.0,0.0,0.0,0.0807,0.141,0.00921,0.133,0.0585
1404,5,833814,44000000.0,791600.0,0.0,0.0,0.0,A,0.0,0.0,50.0,66.83,0,0,9.416666667000001,0.0,0.0,0.0,0.0,0.00943725,0.012264394,0.013932926000000002,0.010613985
4221,2,4389562,8000000.0,4368448.0,0.0,0.0,4365018.0,A,20.4,0.0,11.8,7.96,0,0,1.83,0.0,2182509.0,0.546,0.0,0.0803,0.10400000000000001,0.499,0.349
7199,2,4367328,5000000.0,1580270.0,0.0,1909000.0,3477983.0,A,52.2,0.0,31.9,50.0,0,0,1.25,1909000.0,1738992.0,0.696,0.382,0.16899999999999998,0.257,0.8190000000000001,0.807
14259,2,16908940,15000000.0,16679347.0,0.0,0.0,14794166.0,A,0.0,13.1,50.0,33.0,0,0,3.25,0.0,7397083.0,0.986,0.0,0.636,0.386,1.03,1.08
11048,2,4217474,5000000.0,3209690.0,0.0,79599.0,4600658.0,D,23.4,0.0,33.2,8.1,0,0,5.5,79599.0,2300329.0,0.92,0.0159,0.152,0.0691,0.655,0.607
115,6,5690132,5000000.0,5045055.0,0.0,0.0,5894521.0,E,90.1,13.98,65.91,73.46,0,0,13.66666667,0.0,982420.1667,1.1789041999999998,0.0,0.55020525,0.645966666,1.06055955,0.9446665340000001
13766,2,4518807,7000000.0,2148667.0,0.0,784000.0,1252350.0,A,0.0,0.0,51.5,35.2,0,0,8.0,784000.0,626175.0,0.179,0.11199999999999999,0.18600000000000003,0.0313,0.424,0.382
1823,4,10698367,10000000.0,10603690.0,0.0,0.0,10739323.0,A,26.31,6.95,24.17,11.18,0,0,3.5,0.0,2684830.75,1.0739323,0.0,0.14947929999999998,0.0,0.9464688,0.8372195
7845,2,1028390,4000000.0,477378.0,0.0,1358200.0,709765.0,B,104.0,0.0,3845.0,112.0,0,0,2.33,1358200.0,354883.0,0.177,0.34,0.0984,0.0748,0.109,0.223
15483,3,48860543,80000000.0,10199567.0,0.0,16193383.0,0.0,A,100.0,0.0,100.0,100.0,0,0,2.83,16193383.0,0.0,0.0,0.20199999999999999,0.13,0.168,0.588,0.5329999999999999
5698,2,20434662,22000000.0,22000000.0,0.0,2355854.0,22000000.0,A,10.4,0.0,11.6,14.3,0,0,6.5,2355854.0,11000000.0,1.0,0.107,0.0324,0.0545,0.943,0.9590000000000001
7832,2,163221,8000000.0,138500.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0
6333,3,247407,9000000.0,140629.0,0.0,159400.0,0.0,A,100.0,0.0,61.4,36.9,0,0,9.92,159400.0,0.0,0.0,0.0177,0.0246,0.0112,0.191,0.379
4301,2,2677037,10000000.0,1029907.0,0.0,0.0,0.0,A,100.0,0.0,75.0,100.0,0,0,5.17,0.0,0.0,0.0,0.0,0.0292,0.11699999999999999,0.213,0.302
9496,2,4177335,15000000.0,2052781.0,0.0,1939435.0,0.0,A,99.9,0.0,74.9,100.0,0,0,3.42,1939435.0,0.0,0.0,0.129,0.14,0.139,0.203,0.11900000000000001
1464,2,4271968,4500000.0,4134440.0,0.0,250000.0,4151100.0,H,0.0,0.0,14.5,18.64,0,0,2.916666667,250000.0,2075550.0,0.922466667,0.055555556,0.074583333,0.105050962,0.9281665000000001,1.0170097040000001
15193,4,5303500,62000000.0,3158213.0,0.0,15000000.0,3693743.0,A,100.0,0.0,50.0,66.7,0,0,13.2,15000000.0,923436.0,0.0596,0.24100000000000002,0.0275,0.0361,0.0369,0.0279
5445,2,2326208,9000000.0,424350.0,0.0,0.0,1586200.0,A,100.0,0.0,100.0,100.0,0,0,5.33,0.0,793100.0,0.17600000000000002,0.0,0.0018100000000000002,0.0701,0.297,0.433
